Input,,Result Number,Widget,Data Origin,Result Row,Source Page URL,Regio,Insula,Civico,IDENT,Thumb,Nome,Descrizione,Pip
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,179,regioI,regioI,179,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,10,5,I.10.5,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Ingresso_per_piano_superiore_I.10.5._1.JPG/150px-Ingresso_per_piano_superiore_I.10.5._1.JPG,Ingresso per piano superiore,-,http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2010%2005.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,180,regioI,regioI,180,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,10,6,I.10.6,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Bottega_I.10.6._1.JPG/150px-Bottega_I.10.6._1.JPG,Bottega,-,http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2010%2006.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,181,regioI,regioI,181,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,10,7,I.10.7,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Casa_del_Fabbro_1.JPG/150px-Casa_del_Fabbro_1.JPG,Casa del Fabbro,"È stata scavata a più riprese tra il 1914 ed il 1933: superato l'ingresso si accede all'atrio dove si conserva un tavolo in marmo con gambe decorate tipo zampe; la casa ha otto stanze nelle quali è possibile osservare lungo le pareti resti di intonaco, mentre nella cucina è ben mantenuto il focolare: furono inoltre ritrovati i resti di due vittime dell'eruzione.",http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2010%2007.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,182,regioI,regioI,182,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,10,8,I.10.8,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Casa_di_Minucius_1.JPG/150px-Casa_di_Minucius_1.JPG,Casa di Minucius,"È stata esplorata nel 1929 ed nel 1934: sono visibile i resti dell'impluvium, mentre in diversi ambienti si trovano tracce di pitture in quarto stile; caratteristica la nicchia presente nel giardino con fondo bianco, sul quale era dipinto un albero.",http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2010%2008.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,183,regioI,regioI,183,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,10,9,I.10.9,,Bottega di P.C.F.,-,http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2010%2009.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,184,regioI,regioI,184,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,10,10,I.10.10,,Bottega,-,http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2010%2010.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,185,regioI,regioI,185,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,10,11,I.10.11,,Casa degli Amanti,-,http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2010%2011.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,186,regioI,regioI,186,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,10,12,I.10.12,,Bottega,-,http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2010%2012.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,187,regioI,regioI,187,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,10,13,I.10.13,,Caupona,-,http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2010%2013.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,188,regioI,regioI,188,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,10,14,I.10.14,,Bottega del vino,-,http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2010%2014.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,189,regioI,regioI,189,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,10,15,I.10.15,,Ingresso secondario (I.10.4),-,http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2010%2015.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,190,regioI,regioI,190,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,10,16,I.10.16,,Casa senza nome,-,http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2010%2016.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,191,regioI,regioI,191,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,10,17,I.10.17,,Bottega,-,http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2010%2017.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,192,regioI,regioI,192,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,10,18,I.10.18,,Casa di Aufidius Primus,"È stata esplorata nel 1932 e presentava sulla facciata principale diverse iscrizioni elettorali: con il restauro è stato in parte ricostruito il piano superiore; intorno all'atrio non sono presenti stanze, mentre tra le piccole decorazioni ritrovate, quella più interessante è un affresco della cucina raffigurante un Genio, un serpente, diversi articoli da cucina, una testa di maiale ed un'anguilla allo spiedo.",http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2010%2018.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,193,regioI,regioI,193,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,11,1,I.11.1,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Caupona_I.11.2._1.JPG/150px-Caupona_I.11.2._1.JPG,Caupona,-,http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2011%2001.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,194,regioI,regioI,194,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,11,2,I.11.2,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Bottega_I.11.2._1.JPG/150px-Bottega_I.11.2._1.JPG,Bottega,-,http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2011%2002.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,195,regioI,regioI,195,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,11,3,I.11.3,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Bottega_e_taberna_I.11.3._1.JPG/150px-Bottega_e_taberna_I.11.3._1.JPG,Bottega e taberna,-,http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2011%2003.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,196,regioI,regioI,196,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,11,4,I.11.4,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Bottega_I.11.4._1.JPG/150px-Bottega_I.11.4._1.JPG,Bottega,-,http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2011%2004.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,197,regioI,regioI,197,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,11,5,I.11.5,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Casa_di_Lucius_Habonius_Primus_1.JPG/150px-Casa_di_Lucius_Habonius_Primus_1.JPG,Casa di Lucius Habonius Primus,"È stata scavata inizialmente nel 1913 e poi nuovamente nel 1960 ed è così chiamata poiché all'interno dell'atrio fu ritrovato un sigillo che riportava tale nome: la casa si presenta con una pianta irregolare, pochissime decorazioni pittoriche rinvenute, mentre i principali reperti ritrovati sono una bottiglia di vetro contenente olio e diverse ciotole d'argento.",http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2011%2005.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,198,regioI,regioI,198,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,11,6,I.11.6,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Casa_della_Venere_in_Bikini_2.JPG/150px-Casa_della_Venere_in_Bikini_2.JPG,Casa della Venere in Bikini,"È così soprannominata poiché, all'interno della atrio, su di un piedistallo affrescato, fu ritrovata una statuetta in marmo raffigurante Venere, vestita quasi come se indossasse un bikini: tale statuetta è esposta al museo archeologico di Napoli; la casa si presenta con un impluvium decorato con marmi colorati, mentre molte stanze risultano essere affrescate in quarto stile, con scene mitologiche.",http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2011%2006.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,199,regioI,regioI,199,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,11,7,I.11.7,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Bottega_I.11.7._1.JPG/150px-Bottega_I.11.7._1.JPG,Bottega,-,http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2011%2007.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,200,regioI,regioI,200,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,11,8,I.11.8,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Casa_di_Lucius_Habonius_Primus_3.JPG/150px-Casa_di_Lucius_Habonius_Primus_3.JPG,Ingresso secondario (I.11.5.),-,http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2011%2008.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,201,regioI,regioI,201,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,11,9,I.11.9,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Casa_di_Lucius_Habonius_Primus_4.JPG/150px-Casa_di_Lucius_Habonius_Primus_4.JPG,Ingresso secondario (I.11.5.),-,http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2011%2009.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,202,regioI,regioI,202,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,11,10,I.11.10,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Orto_I.11.10._1.JPG/150px-Orto_I.11.10._1.JPG,Orto,-,http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2011%2010.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,203,regioI,regioI,203,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,11,11,I.11.11,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Thermopolium_della_Fenice_1.JPG/150px-Thermopolium_della_Fenice_1.JPG,Thermopolium della Fenice,-,http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2011%2011.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,204,regioI,regioI,204,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,11,12,I.11.12,,Casa di Euxinus,"È stata scavata nel dal 1953 al 1964: ha un pianta irregolare, resti di affreschi in quarto stile ed un piccolo giardino, nel quale, lungo un muro, si apre una nicchia, all'interno della quale fu ritrovata una statuetta in marmo di Venere, mentre in altre nicchie vicine furono rinvenuti diversi volti scolpiti nel marmo.",http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2011%2012.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,205,regioI,regioI,205,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,11,13,I.11.13,,Casa senza nome,-,http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2011%2013.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,206,regioI,regioI,206,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,11,14,I.11.14,,Casa del Cherem,"È stata scavata nel 1960: presenta resti di un impluvium, un oecus in cui si conservano affreschi in secondo stile, con quadretti raffiguranti maschere della tragedia, uccelli e ghirlande; nel giardino sono visibili le basi di quattro colonne, resti di un piccolo peristilio ed una scala che conduceva al piano superiore.",http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2011%2014.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,207,regioI,regioI,207,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,11,15,I.11.15,,Casa del Piano Superiore,"È così denominata poiché è possibile accedere anche ad una stanza del secondo piano: l'intera casa ha un impianto irregolare e ha conservato quasi intatte le sue decorazioni pittoriche, come quelle in una stanza nel pressi del giardino e di un cubicolo, oltre ad un larario dipinto, in cui di notano due serpenti; una scala conduce a parte del piano superiore, dove nei due ambienti recuperati sono sistemati affreschi in quarto stile.",http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2011%2015.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,208,regioI,regioI,208,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,11,16,I.11.16,,Casa di Saturninus,"Era in parte adibita ad hospitium, come dimostra un bancone in muratura, presente in un ambiente all'ingresso: le principali decorazioni superstiti sono all'interno del triclinio, con affreschi in quarto stile, con zoccolatura in nero simile all'opus reticolatum e tavoli in muratura dalla forma ovale e quadrata.",http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2011%2016.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,209,regioI,regioI,209,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,11,17,I.11.17,,Casa Imperiale,"È stata scavata tra in 1954 ed il 1960, presenta una pianta irregolare, con l'atrio senza impluvium e poche decorazioni parietali: quelli superstiti sono infatti conservate nell'area est dell'atrio e nel triclinio, che inoltre risultano essere gli unici ambienti ricostruiti.",http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2011%2017.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,210,regioI,regioI,210,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,12,1,I.12.1,,Ingresso secondario (I.12.1.),-,http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2012%2001.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,211,regioI,regioI,211,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,12,2,I.12.2,,Casa del Forno di Sotericus,"Scavata nel 1924 e poi nuovamente tra il 1953 ed il 1961, è così chiamata perché presente al suo interno attrezzi come macine e forno per la produzione del pane: durante gli scavi inoltre furono rinvenute diverse forme di pane carbonizzate; la casa conserva numerose decorazioni pittoriche, tutte in quarto stile.",http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2012%2002.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,212,regioI,regioI,212,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,12,3,I.12.3,,Caupona di Sotericus,-,http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2012%2003.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,213,regioI,regioI,213,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,12,4,I.12.4,,Bottega,-,http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2012%2004.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,214,regioI,regioI,214,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,12,5,I.12.5,,Caupona all'Insegna di Africa,-,http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2012%2005.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,215,regioI,regioI,215,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,12,6,I.12.6,,Identificazione incerta,-,http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2012%2006.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,216,regioI,regioI,216,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,12,7,I.12.7,,Casa senza nome,-,http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2012%2007.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,217,regioI,regioI,217,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,12,8,I.12.8,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Casa_del_Garum_degli_Umbricii_2.JPG/150px-Casa_del_Garum_degli_Umbricii_2.JPG,Casa del Garum degli Umbricii,"È così chiamata poiché probabilmente di una stanza del giardino furono ritrovate sia dolia che anfore che avevano contenuto garum o liquamen, delle salse a base di pesce essiccato; la casa presenta ancora resti di pittura sia nel triclinio che nel giardino, il quale possedeva un piccolo peristilio e due alberi di fico, individuati grazie ai calchi.",http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2012%2008.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,218,regioI,regioI,218,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,12,9,I.12.9,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Casa_senza_nome_I.12.9._1.JPG/150px-Casa_senza_nome_I.12.9._1.JPG,Casa senza nome,-,http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2012%2009.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,219,regioI,regioI,219,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,12,10,I.12.10,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Bottega_I.12.10._1.JPG/150px-Bottega_I.12.10._1.JPG,Bottega,-,http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2012%2010.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,220,regioI,regioI,220,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,12,11,I.12.11,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Casa_senza_nome_I.12.11._1.JPG/150px-Casa_senza_nome_I.12.11._1.JPG,Casa senza nome,-,http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2012%2011.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,221,regioI,regioI,221,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,12,12,I.12.12,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Bottega_I.12.12._1.JPG/150px-Bottega_I.12.12._1.JPG,Bottega,-,http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2012%2012.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,222,regioI,regioI,222,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,12,13,I.12.13,,Bottega,-,http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2012%2013.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,223,regioI,regioI,223,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,12,14,I.12.14,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Orto_1.12.14._1.JPG/150px-Orto_1.12.14._1.JPG,Orto,-,http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2012%2014.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,224,regioI,regioI,224,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,12,15,I.12.15,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Casa_di_Medusa_2.JPG/150px-Casa_di_Medusa_2.JPG,Casa di Medusa,"Ha una superficie di circa trecentocinquanta metri quadrati e fu probabilmente scavate nel 1962: il suo nome deriva dal fatto che in una stanza è stato ritrovato un larario ben conservato, che reca al centro della nicchia la testa di Medusa ed ai lati due cervi; la casa ha un impianto irregolare e nella parte nord presenta un ampio giardino che veniva utilizzato come orto.",http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2012%2015.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,225,regioI,regioI,225,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,12,16,I.12.16,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Casa_del_Labrum_Dipinto_1.JPG/150px-Casa_del_Labrum_Dipinto_1.JPG,Casa del Labrum Dipinto,"È stata esplorata nel 1952 ed è un'abitazione di modeste dimensioni: di impianto irregolare, composta da sette stanze, presenta residui pittorici nell'atrio e in un cubicolo, soprattutto nel classico rosso pompeiano, mentre nel giardino sono presenti il larario, in parte ancora decorato ed un grosso labrum dipinto sul muro.",http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2012%2016.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,226,regioI,regioI,226,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,13,1,I.13.1,,Casa dei Tiberii-Crassi,"È stata scavata nel 1914 e poi dal 1951 al 1953: presentava sulla facciata due iscrizioni elettorali andate perdute, mentre all'interno si trova il giardino con peristilio a tre colonne; nella casa furono rinvenuti due candelabri in bronzo, coi i piedi decorati uno a zampa di leone, l'altro a foglie.",http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2013%2001.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,227,regioI,regioI,227,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,13,2,I.13.2,,Casa di Sutoria Primigenia,"Chiamata anche Casa del Grande Triclinio è stata inizialmente scavata nel 1914 ed in seguito nel 1953: di particolare rilevanza il triclinio estivo all'aperto, con tavolo in muratura ed una piccola stanza nel lato est che probabilmente aveva la funzione di sacello; caratteristica una pittura presente nella cucina, nei pressi del larario, che rappresenta la matrona della casa intenta a fare sacrifici con la sua intera famiglia",http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2013%2002.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,228,regioI,regioI,228,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,13,3,I.13.3,,Casa senza nome,-,http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2013%2003.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,229,regioI,regioI,229,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,13,4,I.13.4,,Casa di Taedia Secunda,"È stata esplorata nel 1915 e nel 1919: presenta uno stretto ingresso e diverse camere, mentre sono scarsi i resti di decorazioni pittoriche.",http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2013%2004.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,230,regioI,regioI,230,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,13,5,I.13.5,,Bottega,-,http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2013%2005.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,231,regioI,regioI,231,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,13,6,I.13.6,,Taberna e bottega,-,http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2013%2006.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,232,regioI,regioI,232,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,13,7,I.13.7,,Hospitium,-,http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2013%2007.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,233,regioI,regioI,233,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,13,8,I.13.8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Casa_senza_nome_I.13.8._2.JPG/150px-Casa_senza_nome_I.13.8._2.JPG,Casa senza nome,-,http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2013%2008.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,234,regioI,regioI,234,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,13,9,I.13.9,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Casa_di_Lesbianus_e_Numicia_Primigenia_1.JPG/150px-Casa_di_Lesbianus_e_Numicia_Primigenia_1.JPG,Casa di Lesbianus e Numicia Primigenia,Si presenta su due livelli: sulla facciata sono stati rinvenuti diversi graffiti ed un affresco raffigurante Venere su di una barca; all'interno della casa restano decorazioni pittoriche con zoccolatura rossa e zona mediana in giallo.,http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2013%2009.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,235,regioI,regioI,235,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,13,10,I.13.10,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Bottega_I.13.10._1.JPG/150px-Bottega_I.13.10._1.JPG,Bottega,-,http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2013%2010.htm
webpage/url,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,236,regioI,regioI,236,https://it.wikipedia.org/wiki/Regio_I_degli_scavi_archeologici_di_Pompei,I,13,11,I.13.11,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Casa_senza_nome_I.13.11._1.JPG/150px-Casa_senza_nome_I.13.11._1.JPG,Casa senza nome,-,http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2013%2011.htm
